file_id,ID,interpretation,number,song,file_path
S60_whistle_1_[Potter].wav,S60,whistle,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S60_whistle_1_[Potter].wav
S18_Whistle_1_Panther.wav,S18,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S18_Whistle_1_Panther.wav
S36_hum_3_Mamma.wav,S36,hum,3,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S36_hum_3_Mamma.wav
S104_Hum_3_StarWars.wav,S104,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S104_Hum_3_StarWars.wav
S13_hum_4_Frozen.wav,S13,hum,4,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S13_hum_4_Frozen.wav
S63_hum_1_[Panther].wav,S63,hum,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S63_hum_1_[Panther].wav
S104_Hum_2_Panther.wav,S104,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S104_Hum_2_Panther.wav
S77_whistle_2_Frozen.wav,S77,whistle,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S77_whistle_2_Frozen.wav
S107_whistle_2_Rain.wav,S107,whistle,2,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S107_whistle_2_Rain.wav
S221_hum_2_Potter.wav,S221,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S221_hum_2_Potter.wav
S76_whistle_1_Panther.wav,S76,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S76_whistle_1_Panther.wav
S6_whisle_1_Showman.wav,S6,whistle,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S6_whisle_1_Showman.wav
S89_whistle_2_Showman.wav,S89,whistle,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S89_whistle_2_Showman.wav
S54_hum_2_Frozen.wav,S54,hum,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S54_hum_2_Frozen.wav
S4_hum_2_Hakuna.wav,S4,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S4_hum_2_Hakuna.wav
S149_hum_3_Showman.wav,S149,hum,3,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S149_hum_3_Showman.wav
S84_hum_1_Hakuna.wav,S84,hum,1,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S84_hum_1_Hakuna.wav
S8_hum_2_[Showman].wav,S8,hum,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S8_hum_2_[Showman].wav
S1_whistle_2_StarWars.wav,S1,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S1_whistle_2_StarWars.wav
S90_hum_1_Showman.wav,S90,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S90_hum_1_Showman.wav
S62_hum_1_Hakuna.wav,S62,hum,1,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S62_hum_1_Hakuna.wav
S213_hum_1_Showman.wav,S213,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S213_hum_1_Showman.wav
S57_hum_1_Rain.wav,S57,hum,1,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S57_hum_1_Rain.wav
S104_Hum_3_Mamma.wav,S104,hum,3,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S104_Hum_3_Mamma.wav
S26_hum_1_Potter.wav,S26,hum,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S26_hum_1_Potter.wav
S144_hum_1_Showman.wav,S144,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S144_hum_1_Showman.wav
S103_whistle_2_Hakuna.wav,S103,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S103_whistle_2_Hakuna.wav
S22_hum_4_Showman.wav,S22,hum,4,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S22_hum_4_Showman.wav
S104_Hum_4_StarWars.wav,S104,hum,4,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S104_Hum_4_StarWars.wav
S79_hum_4_[StarWars].wav,S79,hum,4,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S79_hum_4_[StarWars].wav
S177_hum_2_Mamma.wav,S177,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S177_hum_2_Mamma.wav
S189_whistle_2_hakuna.wav,S189,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S189_whistle_2_hakuna.wav
S92_Hum_4_Rain.wav,S92,hum,4,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S92_Hum_4_Rain.wav
S57_whistle_2_Hakuna.wav,S57,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S57_whistle_2_Hakuna.wav
S10_hum_4_StarWars.wav,S10,hum,4,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S10_hum_4_StarWars.wav
S31_hum_2_Frozen.wav,S31,hum,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S31_hum_2_Frozen.wav
S28_hum_2_Panther.wav,S28,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S28_hum_2_Panther.wav
S165_whistle_2_Mamma.wav,S165,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S165_whistle_2_Mamma.wav
S29_whistle_2_[Hakuna].wav,S29,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S29_whistle_2_[Hakuna].wav
S214_whistle_2_Hakuna.wav,S214,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S214_whistle_2_Hakuna.wav
S66_hum_2_Panther.wav,S66,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S66_hum_2_Panther.wav
S182_hum_2_StarWars.wav,S182,hum,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S182_hum_2_StarWars.wav
S166_hum_1_Hakuna.wav,S166,hum,1,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S166_hum_1_Hakuna.wav
S122_hum_1_Showman.wav,S122,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S122_hum_1_Showman.wav
S194_hum_2_[showman].wav,S194,hum,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S194_hum_2_[showman].wav
S71_hum_3_Mamma.wav,S71,hum,3,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S71_hum_3_Mamma.wav
S73_hum_4_StarWars.wav,S73,hum,4,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S73_hum_4_StarWars.wav
S147_whistle_2_potter.wav,S147,whistle,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S147_whistle_2_potter.wav
S140_hum_2_Potter.wav,S140,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S140_hum_2_Potter.wav
S21_hum_2_Potter.wav,S21,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S21_hum_2_Potter.wav
S196_hum_2_Mamma.wav,S196,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S196_hum_2_Mamma.wav
S10_hum_3_StarWars.wav,S10,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S10_hum_3_StarWars.wav
S65_hum_2_Hakuna.wav,S65,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S65_hum_2_Hakuna.wav
S213_whistle_2_Showman.wav,S213,whistle,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S213_whistle_2_Showman.wav
S108_whistle_1_Panther.wav,S108,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S108_whistle_1_Panther.wav
S26_hum_1_Rain.wav,S26,hum,1,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S26_hum_1_Rain.wav
S68_hum_1_Showman.wav,S68,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S68_hum_1_Showman.wav
S198_hum_2_Potter.wav,S198,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S198_hum_2_Potter.wav
S49_hum_4_[ Rain ].wav,S49,hum,4,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S49_hum_4_[ Rain ].wav
S3_hum_1_Hakuna.wav,S3,hum,1,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S3_hum_1_Hakuna.wav
S142_whistle_2_Hakuna.wav,S142,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S142_whistle_2_Hakuna.wav
S205_Hum_3_Mamma.wav,S205,hum,3,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S205_Hum_3_Mamma.wav
S29_whistle_2_Showman.wav,S29,whistle,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S29_whistle_2_Showman.wav
S73_hum_3_StarWars.wav,S73,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S73_hum_3_StarWars.wav
S144_hum_2_StarWars.wav,S144,hum,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S144_hum_2_StarWars.wav
S16_whistle_2_Hakuna.wav,S16,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S16_whistle_2_Hakuna.wav
S65_hum_3_Showman.wav,S65,hum,3,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S65_hum_3_Showman.wav
S200_hum_2_Hakuna.wav,S200,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S200_hum_2_Hakuna.wav
S164_whistle_1_[Potter].wav,S164,whistle,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S164_whistle_1_[Potter].wav
S52_whistle_2_Hakuna.wav,S52,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S52_whistle_2_Hakuna.wav
S103_whistle_2_Showman.wav,S103,whistle,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S103_whistle_2_Showman.wav
S218_whistle_1_Panther.wav,S218,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S218_whistle_1_Panther.wav
S6_whisle_1_Hakuna.wav,S6,whistle,1,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S6_whisle_1_Hakuna.wav
S54_whistle_2_StarWars.wav,S54,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S54_whistle_2_StarWars.wav
S69_hum_4_Frozen.wav,S69,hum,4,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S69_hum_4_Frozen.wav
S94_whistle_1_Panther.wav,S94,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S94_whistle_1_Panther.wav
S194_Whistle_1_[Potter].wav,S194,whistle,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S194_Whistle_1_[Potter].wav
S96_hum_2_[Panther].wav,S96,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S96_hum_2_[Panther].wav
S119_hum_3_StarWars.wav,S119,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S119_hum_3_StarWars.wav
S114_hum_2_mamma.wav,S114,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S114_hum_2_mamma.wav
S221_hum_2_Hakuna.wav,S221,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S221_hum_2_Hakuna.wav
S2_hum_1_Rain.wav,S2,hum,1,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S2_hum_1_Rain.wav
S125_hum_2_HaKuna.wav,S125,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S125_hum_2_HaKuna.wav
S44_hum_2_Hakuna.wav,S44,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S44_hum_2_Hakuna.wav
S161_hum_2_Potter.wav,S161,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S161_hum_2_Potter.wav
S177_hum_4_StarWars.wav,S177,hum,4,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S177_hum_4_StarWars.wav
S129_hum_2_Mamma.wav,S129,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S129_hum_2_Mamma.wav
S124_Whistle_1_Panther.wav,S124,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S124_Whistle_1_Panther.wav
S187_hum_2_Potter.wav,S187,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S187_hum_2_Potter.wav
S103_whistle_2_Potter.wav,S103,whistle,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S103_whistle_2_Potter.wav
S72_whistle_2_Frozen.wav,S72,whistle,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S72_whistle_2_Frozen.wav
S80_hum_2_Mamma.wav,S80,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S80_hum_2_Mamma.wav
S34_hum_2_Panther.wav,S34,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S34_hum_2_Panther.wav
S119_hum_4_StarWars.wav,S119,hum,4,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S119_hum_4_StarWars.wav
S217_whistle_2_Mamma.wav,S217,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S217_whistle_2_Mamma.wav
S99_hum_1_[StarWars].wav,S99,hum,1,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S99_hum_1_[StarWars].wav
S57_whistle_2_Potter.wav,S57,whistle,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S57_whistle_2_Potter.wav
S189_whistle_2_potter.wav,S189,whistle,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S189_whistle_2_potter.wav
S26_hum_2_Mamma.wav,S26,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S26_hum_2_Mamma.wav
S10_hum_2_Frozen.wav,S10,hum,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S10_hum_2_Frozen.wav
S4_hum_2_Potter.wav,S4,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S4_hum_2_Potter.wav
S58_hum_4_Showman.wav,S58,hum,4,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S58_hum_4_Showman.wav
S84_hum_1_Potter.wav,S84,hum,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S84_hum_1_Potter.wav
S146_hum_1_(starwars).wav,S146,hum,1,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S146_hum_1_(starwars).wav
S65_hum_4_Rain.wav,S65,hum,4,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S65_hum_4_Rain.wav
S70_hum_4_Rain.wav,S70,hum,4,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S70_hum_4_Rain.wav
S114_hum_4_rain.wav,S114,hum,4,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S114_hum_4_rain.wav
S101_hum_4_Rain.wav,S101,hum,4,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S101_hum_4_Rain.wav
S40_hum_2_starwars.wav,S40,hum,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S40_hum_2_starwars.wav
S177_hum_3_StarWars.wav,S177,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S177_hum_3_StarWars.wav
S80_whistle_2_Mamma.wav,S80,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S80_whistle_2_Mamma.wav
S82_hum_2_[Showman].wav,S82,hum,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S82_hum_2_[Showman].wav
S79_hum_4_[Potter].wav,S79,hum,4,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S79_hum_4_[Potter].wav
S26_hum_1_Hakuna.wav,S26,hum,1,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S26_hum_1_Hakuna.wav
S62_hum_1_Potter.wav,S62,hum,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S62_hum_1_Potter.wav
S170_hum_1_Showman.wav,S170,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S170_hum_1_Showman.wav
S88_hum_1_[Panther].wav,S88,hum,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S88_hum_1_[Panther].wav
S52_hum_2_Panther.wav,S52,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S52_hum_2_Panther.wav
S155_hum_3_Showman.wav,S155,hum,3,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S155_hum_3_Showman.wav
S153_hum_2_mamma.wav,S153,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S153_hum_2_mamma.wav
S180_hum2__Pink_Panther.wav,S180,hum,,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S180_hum2__Pink_Panther.wav
S147_whistle_2_Hakuna.wav,S147,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S147_whistle_2_Hakuna.wav
S154_hum_2_StarWars.wav,S154,hum,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S154_hum_2_StarWars.wav
S158_hum_1_Showman.wav,S158,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S158_hum_1_Showman.wav
S215_hum_2_Mamma.wav,S215,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S215_hum_2_Mamma.wav
S75_hum_2_Frozen.wav,S75,hum,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S75_hum_2_Frozen.wav
S8_hum_1_[Potter].wav,S8,hum,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S8_hum_1_[Potter].wav
S125_whistle_2_StarWars.wav,S125,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S125_whistle_2_StarWars.wav
S3_hum_3_StarWars.wav,S3,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S3_hum_3_StarWars.wav
S166_hum_1_Potter.wav,S166,hum,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S166_hum_1_Potter.wav
S202_hum_3_Showman.wav,S202,hum,3,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S202_hum_3_Showman.wav
S93_hum_2_Frozen.wav,S93,hum,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S93_hum_2_Frozen.wav
S214_whistle_2_Potter.wav,S214,whistle,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S214_whistle_2_Potter.wav
S70_hum_4_Showman.wav,S70,hum,4,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S70_hum_4_Showman.wav
S141_whistle_2_Imperial_March.wav,S141,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S141_whistle_2_Imperial_March.wav
S197_whistle_2_Mamma.wav,S197,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S197_whistle_2_Mamma.wav
S132_whistle_1_Panther.wav,S132,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S132_whistle_1_Panther.wav
S99_whistle_2_[Rain].wav,S99,whistle,2,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S99_whistle_2_[Rain].wav
S142_whistle_2_Potter.wav,S142,whistle,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S142_whistle_2_Potter.wav
S159_hum_2_StarWars.wav,S159,hum,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S159_hum_2_StarWars.wav
S186_hum_1_[Panther].wav,S186,hum,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S186_hum_1_[Panther].wav
S16_whistle_2_Potter.wav,S16,whistle,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S16_whistle_2_Potter.wav
S12_hum_3_Mamma.wav,S12,hum,3,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S12_hum_3_Mamma.wav
S185_hum_3_Showman.wav,S185,hum,3,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S185_hum_3_Showman.wav
S60_hum_1_[Frozen].wav,S60,hum,1,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S60_hum_1_[Frozen].wav
S145_hum_1_[Mamma].wav,S145,hum,1,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S145_hum_1_[Mamma].wav
S150_whistle_2_StarWars.wav,S150,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S150_whistle_2_StarWars.wav
S201_hum_2_Panther.wav,S201,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S201_hum_2_Panther.wav
S34_whistle_1_Panther.wav,S34,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S34_whistle_1_Panther.wav
S200_hum_2_Potter.wav,S200,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S200_hum_2_Potter.wav
S65_hum_2_Potter.wav,S65,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S65_hum_2_Potter.wav
S14_hum_4_Rain.wav,S14,hum,4,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S14_hum_4_Rain.wav
S104_Hum_2_Potter.wav,S104,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S104_Hum_2_Potter.wav
S51_hum_3_Showman.wav,S51,hum,3,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S51_hum_3_Showman.wav
S140_hum_2_Hakuna.wav,S140,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S140_hum_2_Hakuna.wav
S156_hum_2_Panther.wav,S156,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S156_hum_2_Panther.wav
S21_hum_2_Hakuna.wav,S21,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S21_hum_2_Hakuna.wav
S184_whistle_1_Panther.wav,S184,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S184_whistle_1_Panther.wav
S135_whistle_2_Mamma.wav,S135,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S135_whistle_2_Mamma.wav
S188_hum_1_Showman.wav,S188,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S188_hum_1_Showman.wav
S118_hum_2_Panther.wav,S118,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S118_hum_2_Panther.wav
S3_hum_1_Potter.wav,S3,hum,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S3_hum_1_Potter.wav
S198_hum_2_Hakuna.wav,S198,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S198_hum_2_Hakuna.wav
S115_whistle_2_Showman.wav,S115,whistle,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S115_whistle_2_Showman.wav
S3_hum_4_StarWars.wav,S3,hum,4,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S3_hum_4_StarWars.wav
S204_whistle_2_StarWars.wav,S204,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S204_whistle_2_StarWars.wav
S131_whistle_2_Hakuna.wav,S131,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S131_whistle_2_Hakuna.wav
S79_hum_3_[StarWars].wav,S79,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S79_hum_3_[StarWars].wav
S137_hum_4_Panther.wav,S137,hum,4,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S137_hum_4_Panther.wav
S88_hum_2_[Rain].wav,S88,hum,2,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S88_hum_2_[Rain].wav
S68_whistle_2_StarWars.wav,S68,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S68_whistle_2_StarWars.wav
S30_hum_3_StarWars.wav,S30,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S30_hum_3_StarWars.wav
S107_hum_2_Starwars.wav,S107,hum,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S107_hum_2_Starwars.wav
S148_whistle_2_Hakuna.wav,S148,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S148_whistle_2_Hakuna.wav
S8_hum_1_[Rain].wav,S8,hum,1,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S8_hum_1_[Rain].wav
S45_hum_1_Rain.wav,S45,hum,1,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S45_hum_1_Rain.wav
